Title,Description,Link,Organisation,Type of Organisation,Country,Language,Key Area,Sector,Scope
"INDI - a bright new life for recycled paper, thanks to unique REPAPER technology","INDI is a Lithuanian design brand founded by designer Simonas Tarvydas. The line combines its unique recycled paper technology – REPAPER – with original and contemporary designs for interiors. Because of their production process, all the objects can be recycled and reused as material for future designs.",https://circulareconomy.europa.eu/platform/en/good-practices/indi-bright-new-life-recycled-paper-thanks-unique-repaper-technology,INDI,Private company,Lithuania,Lithuanian,Production,"Circular design, Personal and household goods",N/A
Improved selection and pre-treatment of plastics from End-of-Life Vehicles reduce carbon footprint by 75%,"AIMPLAS, the Spanish Plastics Technology Centre, is coordinating the LIFE CIRC-ELV project (other participants are Desguaces Cortés, Sigit and Sigrauto from Spain, Indra from France, and Isolago from Portugal) with the aim of creating a new, technically and economically viable network in Europe for reuse and recovery of at least 95% by weight of end-of-life vehicles.",https://circulareconomy.europa.eu/platform/en/good-practices/improved-selection-and-pre-treatment-plastics-end-life-vehicles-reduce-carbon-footprint-75,AIMPLAS,Research institute,Spain,English,Innovation and investments,"Batteries and Vehicles, Plastics, Polymers and Rubber, Research","International, EU"
restado - Marketplace for the reuse of construction material,restado.de is a marketplace matching construction materials coming from demolition or oversupply with the demand in new construction projects.,https://circulareconomy.europa.eu/platform/en/good-practices/restado-marketplace-reuse-construction-material,restado.de,Business,Austria,German,"Waste management, Secondary raw materials","B2B services, Construction, Buildings and Infrastructure, Digital solutions, Reuse",National
PermaFungi - recycling coffee grounds into upcycled products,PermaFungi is a Brussels-based social cooperative that recycles waste coffee grounds into different upcycled products.,https://circulareconomy.europa.eu/platform/en/good-practices/permafungi-recycling-coffee-grounds-upcycled-products,PermaFungi,Social enterprise,Belgium,Dutch,"Production, Waste management, Innovation and investments","Food, water and nutrients, Industrial symbiosis, Social Enterprise",International
ekolive - a new approach to creating local sources of metals and minerals,"ekoliveprovides a new innovative eco-/biological method of zero-waste mining and processing of local primary and secondary raw materials, aimed at creating local resources of metals and minerals.",https://circulareconomy.europa.eu/platform/en/good-practices/ekolive-new-approach-creating-local-sources-metals-and-minerals,ekolive s.r.o.,Other,Slovakia,English,"Production, Consumption, Waste management, Secondary raw materials, Innovation and investments","Bioeconomy and Biomimicry, Chemical management, Mining, metals and minerals","Cooperation and development, International, Global, EU"
AIMPLAS and OLIPE use olive stones to develop a new sustainable plastic material for oil product packaging,"AIMPLAS, the Plastics Technology Centre, and OLIPE, Olivarera de los Pedroches, have carried out a project entitled GO-OLIVA, aimed at finding a high value-added application for olive stone waste by producing a new sustainable material for oil product packaging.",https://circulareconomy.europa.eu/platform/en/good-practices/aimplas-and-olipe-use-olive-stones-develop-new-sustainable-plastic-material-oil-product-packaging,AIMPLAS,Research institute,Spain,English,Innovation and investments,"Agriculture, fertilisers and forestry, Bioeconomy and Biomimicry, Packaging, Research, Waste management & Secondary Raw Materials","International, EU"
RepescaPlas 3rd phase: recycling marine litter into fuel for fishing boats,"In the third year of the RepescaPlas project, chemical recycling will be used to turn marine litter into fuel for fishing boats. During the first two years of the RepescaPlas project, five tonnes of marine litter were recovered through mechanical recycling operations.",https://circulareconomy.europa.eu/platform/en/good-practices/repescaplas-3rd-phase-recycling-marine-litter-fuel-fishing-boats,aimplas,Research institute,Spain,English,Innovation and investments,"Chemical management, Energy and waste-to-energy, Research, Waste management & Secondary Raw Materials","International, EU"
From waste to wealth: a digital matching platform finds new high-value reuse options for your materials or (waste) products,Excess Materials Exchange (EME) is a young and innovative technology company whose digital matching platform aims to find new high-value reuse options for materials or (waste) products for companies.,https://circulareconomy.europa.eu/platform/en/good-practices/waste-wealth-digital-matching-platform-finds-new-high-value-reuse-options-your-materials-or-waste-products,Excess Materials Exchange,Social enterprise,Netherlands,English,"Waste management, Secondary raw materials","B2B services, Digital solutions, Industrial symbiosis, Reuse","National, International, Global, EU"
"From digging to building: construction site excavations make perfect, low-emission new bricks","At its production site in Brussels,BC materialsblends and transforms ordinary earth streams - what some consider to be waste - into perfectly circular building materials.",https://circulareconomy.europa.eu/platform/en/good-practices/digging-building-construction-site-excavations-make-perfect-low-emission-new-bricks,BC materials,Social enterprise,Belgium,Dutch,Production,"Circular action for climate neutrality, Construction, Buildings and Infrastructure, Reuse, Waste management & Secondary Raw Materials","Regional, National, Global"
"Refurbed electronics: as good as new, or even better","Refurbedis an online marketplace for refurbished electronics. Its products look like new, are 40% cheaper and use 70% less CO2than the equivalent new product.",https://circulareconomy.europa.eu/platform/en/good-practices/refurbed-electronics-good-new-or-even-better,Refurbed,Business,Austria,German,Consumption,"Digital solutions, Electronics and ICT, Personal and household goods, Repair, Refurbishment, Remanufacture, Repurpose",International
"Life Reforest: mycotechnosoils developed from waste, could bring burnt forest areas back to life",LIFE REFOREST is aproject funded by the LIFE Programme that aims to mitigate the soil loss associated with post-fire episodes in forest areas.,https://circulareconomy.europa.eu/platform/en/good-practices/life-reforest-mycotechnosoils-developed-waste-could-bring-burnt-forest-areas-back-life,CETIM Technological Center,Research institute,Spain,English,Waste management,"Bioeconomy and Biomimicry, Circular action for climate neutrality, Recover, Regenerative economy, Soils, soil improvement and restoration",International
LIFE Green Sewer - Membrane Technologies for WasteWater Treatment,LIFE Green Sewer is a LIFE Program funded project that aims to implement a new secondary wastewater treatment of industrial water.,https://circulareconomy.europa.eu/platform/en/good-practices/life-green-sewer-membrane-technologies-wastewater-treatment,CETIM Technological Center,Research institute,Spain,English,Waste management,"Bioeconomy and Biomimicry, Research, Waste management & Secondary Raw Materials, Water",International
